time,v_train,Ptraction,Pregen,Fregen,Fmechanical,Pdc,Usc,SOCsc,Esc_kJ,Eregen_kJ,traction_command,service_brake_request
0,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.00333333333333333,0
0.01,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.00666666666666667,0
0.02,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.01,0
0.03,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.0133333333333333,0
0.04,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.0166666666666667,0
0.05,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.02,0
0.06,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.0233333333333333,0
0.07,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.0266666666666667,0
0.08,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.03,0
0.09,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.0333333333333333,0
0.1,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.0366666666666667,0
0.11,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.04,0
0.12,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.0433333333333333,0
0.13,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.0466666666666667,0
0.14,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.05,0
0.15,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.0533333333333333,0
0.16,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.0566666666666667,0
0.17,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.06,0
0.18,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.0633333333333333,0
0.19,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.0666666666666667,0
0.2,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.07,0
0.21,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.0733333333333333,0
0.22,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.0766666666666667,0
0.23,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.08,0
0.24,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.0833333333333333,0
0.25,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.0866666666666667,0
0.26,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.09,0
0.27,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.0933333333333333,0
0.28,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.0966666666666667,0
0.29,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.1,0
0.3,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.103333333333333,0
0.31,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.106666666666667,0
0.32,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.11,0
0.33,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.113333333333333,0
0.34,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.116666666666667,0
0.35,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.12,0
0.36,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.123333333333333,0
0.37,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.126666666666667,0
0.38,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.13,0
0.39,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.133333333333333,0
0.4,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.136666666666667,0
0.41,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.14,0
0.42,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.143333333333333,0
0.43,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.146666666666667,0
0.44,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.15,0
0.45,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.153333333333333,0
0.46,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.156666666666667,0
0.47,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.16,0
0.48,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.163333333333333,0
0.49,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.166666666666667,0
0.5,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.17,0
0.51,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.173333333333333,0
0.52,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.176666666666667,0
0.53,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.18,0
0.54,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.183333333333333,0
0.55,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.186666666666667,0
0.56,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.19,0
0.57,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.193333333333333,0
0.58,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.196666666666667,0
0.59,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.2,0
0.6,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.203333333333333,0
0.61,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.206666666666667,0
0.62,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.21,0
0.63,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.213333333333333,0
0.64,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.216666666666667,0
0.65,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.22,0
0.66,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.223333333333333,0
0.67,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.226666666666667,0
0.68,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.23,0
0.69,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.233333333333333,0
0.7,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.236666666666667,0
0.71,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.24,0
0.72,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.243333333333333,0
0.73,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.246666666666667,0
0.74,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.25,0
0.75,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.253333333333333,0
0.76,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.256666666666667,0
0.77,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.26,0
0.78,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.263333333333333,0
0.79,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.266666666666667,0
0.8,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.27,0
0.81,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.273333333333333,0
0.82,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.276666666666667,0
0.83,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.28,0
0.84,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.283333333333333,0
0.85,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.286666666666667,0
0.86,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.29,0
0.87,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.293333333333333,0
0.88,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.296666666666667,0
0.89,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.3,0
0.9,0,0,-0,-0,0,0,667.83231428256,0.35,26760,0,0.303333333333333,0
0.91,0,0,-0,0,0,0,667.83231428256,0.35,26760,0,0.306666666666667,0
0.92,0,0,-0,0,0,0,667.83231428256,0.35,26760,0,0.31,0
0.93,0,0,-0,0,0,0,667.83231428256,0.35,26760,0,0.313333333333333,0
0.94,0,0,-0,0,0,0,667.83231428256,0.35,26760,0,0.316666666666667,0
0.95,0,0,-0,0,0,0,667.83231428256,0.35,26760,0,0.32,0
0.96,7.13901288779773e-05,0,-0,0,0,0,667.83231428256,0.35,26760,0,0.323333333333333,0
0.97,0.000224088831710986,0,-0,0,0,0,667.83231428256,0.35,26760,0,0.326666666666667,0
