time,artifact_role,L2_3100.out_omega_axle,L2_3100.out_omega_gearbox,L2_3100.out_omega_shaft,L2_3100.out_omega_wheel,L2_3500.out_T_shaft,L2_3500.out_omega_shaft,L2_3600.out_motor_speed,L2_4100.out_U_ac_rms,L2_4100.out_f_ac,L2_4100.out_pantograph_state,L2_4200.out_I_ac_rms,L2_4200.out_U_ac_rms,L2_4200.out_f_ac,L2_4200.out_hv_breaker_command,L2_4200.out_hv_breaker_state,L2_4200.out_hv_system_fault,L2_4200.out_line_current,L2_4200.out_line_voltage,L2_4200.out_pantograph_command,L2_4500.out_I_ac_rms,L2_4500.out_U_sec_rms,L2_4500.out_f_sec,L2_4500.out_hv_system_fault,L2_5100.out_I_sec_rms,L2_5100.out_U_motor_ll_rms,L2_5100.out_brake_resistor_dissipated_power,L2_5100.out_dc_link_current,L2_5100.out_dc_link_voltage,L2_5100.out_f_motor_e,L2_5100.out_grid_acceptable_regenerative_power,L2_5100.out_grid_returned_power,L2_5100.out_regenerative_power_actual,L2_5100.out_traction_converter_fault,L2_5300.out_I_motor_rms,L2_5300.out_T_shaft,L2_5300.out_motor_phase_voltage,L2_5300.out_motor_speed,L2_5300.out_motor_torque_actual,L2_5300.out_omega_motor,L2_7100.out_main_reservoir_pressure,L2_7200.out_T_brake,L2_7200.out_brake_availability,L2_7200.out_brake_cylinder_pressure,L2_7200.out_dynamic_brake_force_request,L2_8100.out_achieved_dynamic_brake_force,L2_8100.out_available_dynamic_brake_force,L2_8100.out_brake_cylinder_pressure,L2_8100.out_brake_safety_loop_state,L2_8100.out_dcdc_enable_command,L2_8100.out_dynamic_brake_availability,L2_8100.out_emergency_brake_request,L2_8100.out_ess_contactor_command,L2_8100.out_ess_fault_reset_command,L2_8100.out_ess_power_request,L2_8100.out_ess_precharge_command,L2_8100.out_hv_safety_loop_state,L2_8100.out_main_reservoir_pressure,L2_8100.out_motor_torque_request,L2_8100.out_safety_brake_request,L2_8100.out_sanding_request,L2_8100.out_service_brake_request,L2_D100.out_emergency_brake_request,L2_D100.out_service_brake_request,L2_D100.out_traction_command,L2_D100.out_train_direction_command,L2_E100.out_external_safety_system_state,L2_E100.out_safety_brake_request,L2_X100.out_dcdc_actual_power,L2_X100.out_ess_absorbed_power,L2_X100.out_ess_availability,L2_X100.out_ess_available_charge_power,L2_X100.out_ess_available_discharge_power,L2_X100.out_ess_fault,L2_X100.out_super_cap_soc
11.05,diagnostic,12.482587440983398,12.482587440983398,12.482587440983398,12.482587440983398,26630.14334115852,76.9613778387155,75.05421767364666,24993.79895847021,50.0,1,15.590690513882501,24993.834194892006,50.0,1,1,0,15.590690513882501,24993.834194892006,1,15.678772811863647,1499.6321659829566,50.0,0,254.89741952153562,863.6383012763757,0.0,205.36269476617386,1799.780873292532,107.95478765954697,0.0,0.0,0.0,0,243.97993713170592,4474.151796121302,497.6718997182319,76.53068993507713,4474.151796121302,76.53068993507713,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
11.1,diagnostic,12.552045595222598,12.552045595222598,12.552045595222598,12.552045595222598,26630.15149051399,77.39204213409707,75.48498495725777,24993.763723794447,50.0,1,15.678772811863647,24993.79895847021,50.0,1,1,0,15.678772811863647,24993.79895847021,1,15.76685069205375,1499.6300516935203,50.0,0,256.3212734042691,865.2834975644398,0.0,206.5250716962605,1799.780873292532,108.16043719555498,0.0,0.0,0.0,0,244.88563319538784,4474.153173161372,498.62180572438666,76.9613778387155,4474.153173161372,76.9613778387155,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
11.15,diagnostic,12.621499899476122,12.621499899476122,12.621499899476122,12.621499899476122,26630.159686656487,77.8226826903801,75.91572908141228,24993.728490875255,50.0,1,15.76685069205375,24993.763723794447,50.0,1,1,0,15.76685069205375,24993.763723794447,1,15.85492412809912,1499.6279375082127,50.0,0,257.7450550140307,866.9286041754942,0.0,207.68738634672448,1799.780873292532,108.36607552193678,0.0,0.0,0.0,0,245.78783663214082,4474.154558060478,499.57166024417023,77.39204213409707,4474.154558060478,77.39204213409707,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
11.2,diagnostic,12.69095033264987,12.69095033264987,12.69095033264987,12.69095033264987,26630.167929575964,78.25329937675195,76.3464499151708,24993.69325972318,50.0,1,15.85492412809912,24993.728490875255,50.0,1,1,0,15.85492412809912,24993.728490875255,1,15.942993093651383,1499.6258234276668,50.0,0,259.1687639249412,868.57362060965,0.0,208.84963837038785,1799.780873292532,108.57170257620625,0.0,0.0,0.0,0,246.68656733912624,4474.155950816923,500.5214629889081,77.8226826903801,4474.155950816923,77.8226826903801,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
11.25,diagnostic,12.760396873654472,12.760396873654472,12.760396873654472,12.760396873654472,26630.176219262325,78.6838920624292,76.77714732762233,24993.65803034876,50.0,1,15.942993093651383,24993.69325972318,50.0,1,1,0,15.942993093651383,24993.69325972318,1,16.031057562367494,1499.6237094525152,50.0,0,260.592399711208,870.218546367129,0.0,210.0118274201475,1799.780873292532,108.77731829589112,0.0,0.0,0.0,0,247.58184506273656,4474.157351429003,501.4712136699893,78.25329937675195,4474.157351429003,78.25329937675195,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
11.3,diagnostic,12.82983950140533,12.82983950140533,12.82983950140533,12.82983950140533,26630.184555705426,79.11446061665772,77.20782118788468,24993.62280276254,50.0,1,16.031057562367494,24993.65803034876,50.0,1,1,0,16.031057562367494,24993.65803034876,1,16.119117507909774,1499.6215955833907,50.0,0,262.0159619471257,871.8633809482633,0.0,211.17395314897544,1799.780873292532,108.98292261853291,0.0,0.0,0.0,0,248.47368940002116,4474.158759895005,502.42091199886676,78.6838920624292,4474.158759895005,78.6838920624292,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
11.35,diagnostic,12.899278194822624,12.899278194822624,12.899278194822624,12.899278194822624,26630.192938895067,79.54500490871304,77.6384713651044,24993.587576975053,50.0,1,16.119117507909774,24993.62280276254,50.0,1,1,0,16.119117507909774,24993.62280276254,1,16.207172903945917,1499.6194818209256,50.0,0,263.43945020707673,873.5081238534974,0.0,212.3360152099191,1799.780873292532,109.18851548168718,0.0,0.0,0.0,0,249.36211980009512,4474.160176213201,503.37055768705704,79.11446061665772,4474.160176213201,79.11446061665772,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
11.4,diagnostic,12.968712932831357,12.968712932831357,12.968712932831357,12.968712932831357,26630.201368820974,79.97552480790027,78.06909772845701,24993.552352996838,50.0,1,16.207172903945917,24993.587576975053,50.0,1,1,0,16.207172903945917,24993.587576975053,1,16.295223724149075,1499.6173681657524,50.0,0,264.8628640655316,875.152774583387,0.0,213.49801325610184,1799.780873292532,109.39409682292337,0.0,0.0,0.0,0,250.24715556553286,4474.16160038186,504.3201504461417,79.54500490871304,4474.16160038186,79.54500490871304,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
11.45,diagnostic,13.038143694361365,13.038143694361365,13.038143694361365,13.038143694361365,26630.20984547283,80.40602018355442,78.49970014714725,24993.517130838423,50.0,1,16.295223724149075,24993.552352996838,50.0,1,1,0,16.295223724149075,24993.552352996838,1,16.38326994219783,1499.615254618503,50.0,0,266.2862030970497,876.7973326386015,0.0,214.6599469407234,1799.780873292532,109.59966657982518,0.0,0.0,0.0,0,251.1288158537455,4474.163032399237,505.26968998776636,79.97552480790027,4474.163032399237,79.97552480790027,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
11.5,diagnostic,13.107570458347354,13.107570458347354,13.107570458347354,13.107570458347354,26630.21836884026,80.83649090504046,78.93027849040914,24993.48191051034,50.0,1,16.38326994219783,24993.517130838423,50.0,1,1,0,16.38326994219783,24993.517130838423,1,16.47131153177627,1499.61314117981,50.0,0,267.70946687627935,878.4417975199233,0.0,215.82181591705995,1799.780873292532,109.80522468999041,0.0,0.0,0.0,0,252.0071196783431,4474.164472263581,506.21917602364243,80.40602018355442,4474.164472263581,80.40602018355442,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
11.55,diagnostic,13.176993203728914,13.176993203728914,13.176993203728914,13.176993203728914,26630.226938912834,81.26693684175359,79.36083262750613,24993.44669202312,50.0,1,16.47131153177627,24993.48191051034,50.0,1,1,0,16.47131153177627,24993.48191051034,1,16.559348466573983,1499.6110278503054,50.0,0,269.13265497795885,880.0861687282486,0.0,216.98361983846524,1799.780873292532,110.01077109103107,0.0,0.0,0.0,0,252.88208591048115,4474.16591997313,507.1686082655465,80.83649090504046,4474.16591997313,80.83649090504046,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
11.6,diagnostic,13.246411909450554,13.246411909450554,13.246411909450554,13.246411909450554,26630.235555680072,81.69735786311927,79.79136242773133,24993.41147538729,50.0,1,16.559348466573983,24993.44669202312,50.0,1,1,0,16.559348466573983,24993.44669202312,1,16.647380720286115,1499.6089146306203,50.0,0,270.55576697691663,881.7304457645888,0.0,218.1453583583703,1799.780873292532,110.2163057205736,0.0,0.0,0.0,0,253.75373328019256,4474.167375526112,508.11798642532074,81.26693684175359,4474.167375526112,81.26693684175359,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
11.65,diagnostic,13.315826554461719,13.315826554461719,13.315826554461719,13.315826554461719,26630.24421913142,82.12775383859343,80.22186776040759,24993.37626061337,50.0,1,16.647380720286115,24993.41147538729,50.0,1,1,0,16.647380720286115,24993.41147538729,1,16.7354082666134,1499.6068015213873,50.0,0,271.9788024480718,883.3746281300699,0.0,219.30703113028403,1799.780873292532,110.42182851625874,0.0,0.0,0.0,0,254.62208037770395,4474.168838920744,509.0673102148741,81.69735786311927,4474.168838920744,81.69735786311927,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
11.7,diagnostic,13.385237117716825,13.385237117716825,13.385237117716825,13.385237117716825,26630.25292925627,82.55812463766266,80.65234849488775,24993.341047711885,50.0,1,16.7354082666134,24993.37626061337,50.0,1,1,0,16.7354082666134,24993.37626061337,1,16.823431079262175,1499.6046885232372,50.0,0,273.40176096643467,885.0187153259342,0.0,220.46863780779384,1799.780873292532,110.62733941574177,0.0,0.0,0.0,0,255.48714565473807,4474.1703101552375,510.01657934618146,82.12775383859343,4474.1703101552375,82.12775383859343,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
11.75,diagnostic,13.454643578175276,13.454643578175276,13.454643578175276,13.454643578175276,26630.261686043974,82.98847012984432,81.0828045005547,24993.305836693355,50.0,1,16.823431079262175,24993.341047711885,50.0,1,1,0,16.823431079262175,24993.341047711885,1,16.911449131944412,1499.6025756368022,50.0,0,274.8246421071073,886.6627068535399,0.0,221.63017804456578,1799.780873292532,110.83283835669249,0.0,0.0,0.0,0,256.34894742580127,4474.171789227793,510.96579353128493,82.55812463766266,4474.171789227793,82.55812463766266,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
11.8,diagnostic,13.52404591480149,13.52404591480149,13.52404591480149,13.52404591480149,26630.270489483824,83.41879018468671,81.51323564682157,24993.270627568294,50.0,1,16.911449131944412,24993.305836693355,50.0,1,1,0,16.911449131944412,24993.305836693355,1,16.999462398377773,1499.6004628627131,50.0,0,276.2474454452839,888.3066022143626,0.0,222.7916514943452,1799.780873292532,111.03832527679532,0.0,0.0,0.0,0,257.20750386945616,4474.1732761366,511.91495248229353,82.98847012984432,4474.1732761366,82.98847012984432,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
11.85,diagnostic,13.593444106564933,13.593444106564933,13.593444106564933,13.593444106564933,26630.279339565044,83.84908467176925,81.94364180313191,24993.23542034722,50.0,1,16.999462398377773,24993.270627568294,50.0,1,1,0,16.999462398377773,24993.270627568294,1,17.087470852285602,1499.5983502016013,50.0,0,277.6701705562514,889.9504009099951,0.0,223.95305781095672,1799.780873292532,111.24380011374939,0.0,0.0,0.0,0,258.06283302958144,4474.174770879841,512.8640559113841,83.41879018468671,4474.174770879841,83.41879018468671,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
11.9,diagnostic,13.662838132440134,13.662838132440134,13.662838132440134,13.662838132440134,26630.288236276814,84.27935346070258,82.37402283895986,24993.200215040648,50.0,1,17.087470852285602,24993.23542034722,50.0,1,1,0,17.087470852285602,24993.23542034722,1,17.17547446739699,1499.5962376540976,50.0,0,279.0928170153901,891.5941024421489,0.0,225.11439664830536,1799.780873292532,111.44926280526862,0.0,0.0,0.0,0,258.9149528166163,4474.176273455688,513.8131035308011,83.84908467176925,4474.176273455688,83.84908467176925,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
11.95,diagnostic,13.732227971406715,13.732227971406715,13.732227971406715,13.732227971406715,26630.297179608253,84.70959642112884,82.80437862381022,24993.165011659086,50.0,1,17.17547446739699,24993.200215040648,50.0,1,1,0,17.17547446739699,24993.200215040648,1,17.26347321744681,1499.5941252208331,50.0,0,280.51538439817375,893.237706312654,0.0,226.2756676603761,1799.780873292532,111.65471328908176,0.0,0.0,0.0,0,259.76388100879166,4474.177783862301,514.7620950528575,84.27935346070258,4474.177783862301,84.27935346070258,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
12.0,diagnostic,13.801613602449414,13.801613602449414,13.801613602449414,13.801613602449414,26630.306169548418,85.13981342272163,83.23470902721873,24993.129810213042,50.0,1,17.26347321744681,24993.165011659086,50.0,1,1,0,17.26347321744681,24993.165011659086,1,17.351467076175695,1499.592012902439,50.0,0,281.9378722801703,894.8812120234595,0.0,227.4368705012348,1799.780873292532,111.86015150293244,0.0,0.0,0.0,0,260.60963525334853,4474.179302097835,515.7110301899347,84.70959642112884,4474.179302097835,84.70959642112884,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
12.05,diagnostic,13.870995004558113,13.870995004558113,13.870995004558113,13.870995004558113,26630.315206086314,85.57000433518637,83.66501391875214,24993.094610713022,50.0,1,17.351467076175695,24993.129810213042,50.0,1,1,0,17.351467076175695,24993.129810213042,1,17.439456017330123,1499.589900699545,50.0,0,283.36028023704284,896.5246190766355,0.0,228.59800482502885,1799.780873292532,112.06557738457944,0.0,0.0,0.0,0,261.4522330677414,4474.180828160433,516.6599086544829,85.13981342272163,4474.180828160433,85.13981342272163,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
12.1,diagnostic,13.940372156727861,13.940372156727861,13.940372156727861,13.940372156727861,26630.324289210894,86.0001690282603,84.09529316800837,24993.05941316953,50.0,1,17.439456017330123,24993.094610713022,50.0,1,1,0,17.439456017330123,24993.094610713022,1,17.527440014662442,1499.5877886127826,50.0,0,284.78260784454903,898.1679269743715,0.0,229.75907028598672,1799.780873292532,112.27099087179644,0.0,0.0,0.0,0,262.29169184082957,4474.182362048228,517.6087301590222,85.57000433518637,4474.182362048228,85.57000433518637,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
12.15,diagnostic,14.0097450379589,14.0097450379589,14.0097450379589,14.0097450379589,26630.333418911054,86.43030737171274,84.5255466446167,24993.02421759307,50.0,1,17.527440014662442,24993.05941316953,50.0,1,1,0,17.527440014662442,24993.05941316953,1,17.615419041930867,1499.5856766427812,50.0,0,286.2048546785427,899.811135218979,0.0,230.92006653841926,1799.780873292532,112.47639190237237,0.0,0.0,0.0,0,263.1280288340552,4474.183903759348,518.5574944161416,86.0001690282603,4474.183903759348,86.0001690282603,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
12.2,diagnostic,14.079113627256689,14.079113627256689,14.079113627256689,14.079113627256689,26630.34259517564,86.86041923534519,84.95577421823792,24992.989023994134,50.0,1,17.615419041930867,24993.02421759307,50.0,1,1,0,17.615419041930867,24993.02421759307,1,17.703393072899548,1499.5835647901717,50.0,0,287.6270203149738,901.4542433128908,0.0,232.08099323671956,1799.780873292532,112.68178041411134,0.0,0.0,0.0,0,263.96126118260776,4474.185453291905,519.5062011385003,86.43030737171274,4474.185453291905,86.43030737171274,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
12.25,diagnostic,14.148477903631933,14.148477903631933,14.148477903631933,14.148477903631933,26630.351817993418,87.29050448899147,85.38597575856451,24992.953832383228,50.0,1,17.703393072899548,24992.989023994134,50.0,1,1,0,17.703393072899548,24992.989023994134,1,17.791362081338583,1499.581453055584,50.0,0,289.0491043298886,903.0972507586623,0.0,233.24185003536343,1799.780873292532,112.88715634483279,0.0,0.0,0.0,0,264.79140589657663,4474.187010644007,520.4548500388279,86.86041923534519,4474.187010644007,86.86041923534519,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
12.3,diagnostic,14.217837846100602,14.217837846100602,14.217837846100602,14.217837846100602,26630.361087353132,87.72056300251799,85.81615113532072,24992.91864277084,50.0,1,17.791362081338583,24992.953832383228,50.0,1,1,0,17.791362081338583,24992.953832383228,1,17.879326041024036,1499.579341439648,50.0,0,290.47110629943114,904.740157058972,0.0,234.40263658891016,1799.780873292532,113.0925196323715,0.0,0.0,0.0,0,265.6184798620904,4474.18857581375,521.4034408299246,87.29050448899147,4474.18857581375,87.29050448899147,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
12.35,diagnostic,14.287193433683965,14.287193433683965,14.287193433683965,14.287193433683965,26630.370403243436,88.15059464582373,86.24630021826276,24992.883455167466,50.0,1,17.879326041024036,24992.91864277084,50.0,1,1,0,17.879326041024036,24992.91864277084,1,17.96728492573801,1499.5772299429937,50.0,0,291.89302579984263,906.3829617166218,0.0,235.5633525520022,1799.780873292532,113.29787021457773,0.0,0.0,0.0,0,266.4424998424446,4474.190148799221,522.3519732246618,87.72056300251799,4474.190148799221,87.72056300251799,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
12.4,diagnostic,14.356544645408608,14.356544645408608,14.356544645408608,14.356544645408608,26630.379765652964,88.58059928884059,86.67642287717904,24992.848269583592,50.0,1,17.96728492573801,24992.883455167466,50.0,1,1,0,17.96728492573801,24992.883455167466,1,18.055238709268618,1499.5751185662505,50.0,0,293.31486240746284,908.0256642345377,0.0,236.72399757936654,1799.780873292532,113.50320802931721,0.0,0.0,0.0,0,267.2634824792156,4474.191729598498,523.3004469359819,88.15059464582373,4474.191729598498,88.15059464582373,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
12.45,diagnostic,14.425891460306456,14.425891460306456,14.425891460306456,14.425891460306456,26630.389174570257,89.01057680153338,87.10651898189013,24992.813086029706,50.0,1,18.055238709268618,24992.848269583592,50.0,1,1,0,18.055238709268618,24992.848269583592,1,18.14318736541007,1499.5730073100478,50.0,0,294.73661569872974,909.6682641157706,0.0,237.88457132581408,1799.780873292532,113.70853301447133,0.0,0.0,0.0,0,268.0814442933646,4474.19331820965,524.2488616768991,88.58059928884059,4474.19331820965,88.58059928884059,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
12.5,diagnostic,14.495233857414808,14.495233857414808,14.495233857414808,14.495233857414808,26630.398629983836,89.44052705390003,87.53658840224922,24992.777904516293,50.0,1,18.14318736541007,24992.813086029706,50.0,1,1,0,18.14318736541007,24992.813086029706,1,18.231130867962666,1499.5708961750154,50.0,0,296.1582852501813,911.310760863497,0.0,239.0450734462411,1799.780873292532,113.91384510793712,0.0,0.0,0.0,0,268.89640168632707,4474.194914630734,525.1972171604998,89.01057680153338,4474.194914630734,89.01057680153338,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
12.55,diagnostic,14.564571815776356,14.564571815776356,14.564571815776356,14.564571815776356,26630.40813188213,89.87044991597182,87.96663100814197,24992.742725053835,50.0,1,18.231130867962666,24992.777904516293,50.0,1,1,0,18.231130867962666,24992.777904516293,1,18.31906919073286,1499.5687851617822,50.0,0,297.5798706384542,912.953153981019,0.0,240.2055035956286,1799.780873292532,114.11914424762737,0.0,0.0,0.0,0,269.7083709410927,4474.196518859802,526.1455130999427,89.44052705390003,4474.196518859802,89.44052705390003,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
12.6,diagnostic,14.63390531443921,14.63390531443921,14.63390531443921,14.63390531443921,26630.417680253544,90.3003452578134,88.39664666948681,24992.707547652815,50.0,1,18.31906919073286,24992.742725053835,50.0,1,1,0,18.31906919073286,24992.742725053835,1,18.40700230753325,1499.5666742709775,50.0,0,299.00137144028594,914.5954429717654,0.0,241.3658614290434,1799.780873292532,114.32443037147067,0.0,0.0,0.0,0,270.51736822327257,4474.198130894893,527.0937492084593,89.87044991597182,4474.198130894893,89.87044991597182,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
12.65,diagnostic,14.703234332456924,14.703234332456924,14.703234332456924,14.703234332456924,26630.427275086404,90.73021294952311,88.82663525623512,24992.67237232371,50.0,1,18.40700230753325,24992.707547652815,50.0,1,1,0,18.40700230753325,24992.707547652815,1,18.494930192182636,1499.5645635032301,50.0,0,300.4227872325144,916.2376273392919,0.0,242.52614660163843,1799.780873292532,114.52970341741148,0.0,0.0,0.0,0,271.32340958215445,4474.199750734039,528.0419251993537,90.3003452578134,4474.199750734039,90.3003452578134,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
12.7,diagnostic,14.772558848888522,14.772558848888522,14.772558848888522,14.772558848888522,26630.436916369003,91.16005286123293,89.2565966383713,24992.637199076988,50.0,1,18.494930192182636,24992.67237232371,50.0,1,1,0,18.494930192182636,24992.67237232371,1,18.582852818506044,1499.5624528591688,50.0,0,301.8441175920786,917.8797065872823,0.0,243.68635876865287,1799.780873292532,114.73496332341028,0.0,0.0,0.0,0,272.126510951748,4474.201378375262,528.9900407860042,90.73021294952311,4474.201378375262,90.73021294952311,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
12.75,diagnostic,14.841878842798524,14.841878842798524,14.841878842798524,14.841878842798524,26630.446604089557,91.58986486310884,89.68653068591303,24992.602027923127,50.0,1,18.582852818506044,24992.637199076988,50.0,1,1,0,18.582852818506044,24992.637199076988,1,18.670770160334758,1499.5603423394225,50.0,0,303.26536209601954,919.5216802195487,0.0,244.846497585413,1799.780873292532,114.94021002744358,0.0,0.0,0.0,0,272.926688151817,4474.203013816572,529.9380956818621,91.16005286123293,4474.203013816572,91.16005286123293,900000.0,0.0,1,0.0,0.0,0.0,77000.0,0.0,1,1,1,0,1,0,0.0,0,1,900000.0,4500.0,0,0,0.0,0,0.0,1.0,1,1,0,0.0,0.0,1,600000.0,400000.0,0,0.35
