time,v_train,Ptraction,Pregen,Fregen,Fmechanical,Pdc,Usc,SOCsc,Esc_kJ,Eregen_kJ,traction_command,service_brake_request
5,1.83187112736643,102182.391422074,0,0,0,102455.103691371,667.83231428256,0.35,26760,0,1,0
5.1,1.8956684801743,106007.765381997,0,0,0,106439.99106466,667.83231428256,0.35,26760,0,1,0
5.2,1.9594635562405,109833.016635916,0,0,0,110424.755606247,667.83231428256,0.35,26760,0,1,0
5.3,2.02325627900447,113658.140583221,0,0,0,114409.392329079,667.83231428256,0.35,26760,0,1,0
5.4,2.08704657133203,117483.132695298,0,0,0,118393.896440855,667.83231428256,0.35,26760,0,1,0
5.5,2.15083435583139,121307.988470058,0,0,0,122378.263224269,667.83231428256,0.35,26760,0,1,0
5.6,2.21461955500582,125132.703414632,0,0,0,126362.487989644,667.83231428256,0.35,26760,0,1,0
5.7,2.27840209132296,128957.273039168,0,0,0,130346.566056908,667.83231428256,0.35,26760,0,1,0
5.8,2.34218188724469,132781.69285483,0,0,0,134330.492749134,667.83231428256,0.35,26760,0,1,0
5.9,2.40595886523947,136605.958373285,0,0,0,138314.263390447,667.83231428256,0.35,26760,0,1,0
6,2.46973294778718,140430.06510668,0,0,0,142297.873305505,667.83231428256,0.35,26760,0,1,0
6.1,2.53350405738111,144254.008567717,0,0,0,146281.317819459,667.83231428256,0.35,26760,0,1,0
6.2,2.59727211652884,148077.784269739,0,0,0,150264.592258038,667.83231428256,0.35,26760,0,1,0
6.3,2.66103704775268,151901.387726804,0,0,0,154247.691947645,667.83231428256,0.35,26760,0,1,0
6.4,2.72479877359013,155724.814453724,0,0,0,158230.612215421,667.83231428256,0.35,26760,0,1,0
6.5,2.78855721659415,159548.059966107,0,0,0,162213.348389296,667.83231428256,0.35,26760,0,1,0
6.6,2.85231229933361,163371.119780384,0,0,0,166195.895798028,667.83231428256,0.35,26760,0,1,0
6.7,2.91606394439359,167193.98941383,0,0,0,170178.249771233,667.83231428256,0.35,26760,0,1,0
6.8,2.97981207437579,171016.664384592,0,0,0,174160.405639406,667.83231428256,0.35,26760,0,1,0
6.9,3.04355661189889,174839.140211704,0,0,0,178142.35873395,667.83231428256,0.35,26760,0,1,0
7,3.10729747959892,178661.412415114,0,0,0,182124.104387192,667.83231428256,0.35,26760,0,1,0
7.1,3.17103460012964,182483.476515699,0,0,0,186105.63793241,667.83231428256,0.35,26760,0,1,0
7.2,3.2347678961629,186305.328035291,0,0,0,190086.954703853,667.83231428256,0.35,26760,0,1,0
7.3,3.29849729038906,190126.962496692,0,0,0,194068.050036761,667.83231428256,0.35,26760,0,1,0
7.4,3.36222270551729,193948.3754237,0,0,0,198048.919267387,667.83231428256,0.35,26760,0,1,0
7.5,3.42594406427602,197769.562341125,0,0,0,202029.557733021,667.83231428256,0.35,26760,0,1,0
7.6,3.48966128941325,201590.518774812,0,0,0,206009.960772005,667.83231428256,0.35,26760,0,1,0
7.7,3.55337430369699,205411.240251662,0,0,0,209990.123723763,667.83231428256,0.35,26760,0,1,0
7.8,3.61708302991555,209231.722299651,0,0,0,213970.041928815,667.83231428256,0.35,26760,0,1,0
7.9,3.68078739087801,213051.960447848,0,0,0,217949.710728803,667.83231428256,0.35,26760,0,1,0
8,3.74448730941451,216871.950226443,0,0,0,221929.125466508,667.83231428256,0.35,26760,0,1,0
8.1,3.80818270837665,220691.687166758,0,0,0,225908.281485878,667.83231428256,0.35,26760,0,1,0
8.2,3.8718735106379,224511.166801278,0,0,0,229887.17413204,667.83231428256,0.35,26760,0,1,0
8.3,3.93555963909391,228330.38466366,0,0,0,233865.798751331,667.83231428256,0.35,26760,0,1,0
8.4,3.99924101666294,232149.336288762,0,0,0,237844.150691312,667.83231428256,0.35,26760,0,1,0
8.5,4.06291756628618,235968.01721266,0,0,0,241822.225300794,667.83231428256,0.35,26760,0,1,0
8.6,4.12658921092817,239786.422972669,0,0,0,245800.017929854,667.83231428256,0.35,26760,0,1,0
8.7,4.19025587357714,243604.549107364,0,0,0,249777.523929864,667.83231428256,0.35,26760,0,1,0
8.8,4.25391747724537,247422.391156598,0,0,0,253754.738653504,667.83231428256,0.35,26760,0,1,0
8.9,4.31757394496961,251239.944661525,0,0,0,257731.657454789,667.83231428256,0.35,26760,0,1,0
9,4.3812251998114,255057.205164619,0,0,0,261708.275689088,667.83231428256,0.35,26760,0,1,0
9.1,4.44487116485748,258874.168209696,0,0,0,265684.588713145,667.83231428256,0.35,26760,0,1,0
9.2,4.50851176322013,262690.829341931,0,0,0,269660.5918851,667.83231428256,0.35,26760,0,1,0
9.3,4.57214691803756,266507.184107883,0,0,0,273636.280564512,667.83231428256,0.35,26760,0,1,0
9.4,4.63577655247425,270323.22805551,0,0,0,277611.650112378,667.83231428256,0.35,26760,0,1,0
9.5,4.69940058972138,274138.956734193,0,0,0,281586.695891156,667.83231428256,0.35,26760,0,1,0
9.6,4.76301895299713,277954.365694756,0,0,0,285561.413264785,667.83231428256,0.35,26760,0,1,0
9.7,4.82663156554708,281769.450489485,0,0,0,289535.797598704,667.83231428256,0.35,26760,0,1,0
9.8,4.89023835064459,285584.206672147,0,0,0,293509.84425988,667.83231428256,0.35,26760,0,1,0
9.9,4.95383923159116,289398.629798016,0,0,0,297483.54861682,667.83231428256,0.35,26760,0,1,0
10,5.01743413171678,293212.715423884,0,0,0,301456.9060396,667.83231428256,0.35,26760,0,1,0
10.1,5.08102297438031,297026.459108092,0,0,0,305429.91189988,667.83231428256,0.35,26760,0,1,0
10.2,5.14460568296987,300839.856410539,0,0,0,309402.561570929,667.83231428256,0.35,26760,0,1,0
10.3,5.20818218090317,304652.902892712,0,0,0,313374.850427645,667.83231428256,0.35,26760,0,1,0
10.4,5.2717523916279,308465.5941177,0,0,0,317346.773846575,667.83231428256,0.35,26760,0,1,0
10.5,5.33531623862208,312277.925650217,0,0,0,321318.327205938,667.83231428256,0.35,26760,0,1,0
10.6,5.39887364539445,316089.89305662,0,0,0,325289.505885643,667.83231428256,0.35,26760,0,1,0
10.7,5.46242453548482,319901.491904931,0,0,0,329260.305267312,667.83231428256,0.35,26760,0,1,0
10.8,5.52596883246442,323712.717764856,0,0,0,333230.720734303,667.83231428256,0.35,26760,0,1,0
10.9,5.5895064599363,327523.566207806,0,0,0,337200.747671725,667.83231428256,0.35,26760,0,1,0
11,5.65303734153569,331334.032806916,0,0,0,341170.381466464,667.83231428256,0.35,26760,0,1,0
11.1,5.71656140093032,335144.113137067,0,0,0,345139.617507205,667.83231428256,0.35,26760,0,1,0
11.2,5.78007856182084,338953.802774903,0,0,0,349108.451184445,667.83231428256,0.35,26760,0,1,0
11.3,5.84358874794115,342763.097298853,0,0,0,353076.877890524,667.83231428256,0.35,26760,0,1,0
11.4,5.90709188305878,346571.992289151,0,0,0,357044.893019639,667.83231428256,0.35,26760,0,1,0
11.5,5.97058789097525,350380.483327855,0,0,0,361012.491967865,667.83231428256,0.35,26760,0,1,0
11.6,6.03407669552643,354188.565998868,0,0,0,364979.670133182,667.83231428256,0.35,26760,0,1,0
11.7,6.09755822058289,357996.235887958,0,0,0,368946.422915487,667.83231428256,0.35,26760,0,1,0
11.8,6.16103239005029,361803.488582777,0,0,0,372912.745716623,667.83231428256,0.35,26760,0,1,0
11.9,6.22449912786972,365610.319672881,0,0,0,376878.633940393,667.83231428256,0.35,26760,0,1,0
12,6.28795835801808,369416.724749751,0,0,0,380844.082992585,667.83231428256,0.35,26760,0,1,0
12.1,6.35141000450841,373222.699406812,0,0,0,384809.088280991,667.83231428256,0.35,26760,0,1,0
12.2,6.41485399139028,377028.239239452,0,0,0,388773.645215429,667.83231428256,0.35,26760,0,1,0
12.3,6.47829024275015,380833.339845044,0,0,0,392737.749207763,667.83231428256,0.35,26760,0,1,0
12.4,6.54171868271171,384637.996822964,0,0,0,396701.395671921,667.83231428256,0.35,26760,0,1,0
12.5,6.60513923543626,388442.205774612,0,0,0,400664.580023921,667.83231428256,0.35,26760,0,1,0
12.6,6.66855182512304,392245.962303431,0,0,0,404627.297681888,667.83231428256,0.35,26760,0,1,0
12.7,6.73195637600963,396049.262014927,0,0,0,408589.544066074,667.83231428256,0.35,26760,0,1,0
12.8,6.79535281237227,399852.100516688,0,0,0,412551.314598882,667.83231428256,0.35,26760,0,1,0
12.9,6.85874105852626,403654.473418406,0,0,0,416512.604704884,667.83231428256,0.35,26760,0,1,0
13,6.92212103882627,407456.376331894,0,0,0,420473.40981084,667.83231428256,0.35,26760,0,1,0
13.1,6.98549267766671,411257.804871106,0,0,0,424433.725345723,667.83231428256,0.35,26760,0,1,0
13.2,7.04885589948214,415058.754652161,0,0,0,428393.546740736,667.83231428256,0.35,26760,0,1,0
13.3,7.11221062874754,418859.221293355,0,0,0,432352.869429334,667.83231428256,0.35,26760,0,1,0
13.4,7.17555678997874,422659.200415186,0,0,0,436311.688847244,667.83231428256,0.35,26760,0,1,0
13.5,7.23889430773272,426458.687640375,0,0,0,440270.000432486,667.83231428256,0.35,26760,0,1,0
13.6,7.302223106608,430257.67859388,0,0,0,444227.799625391,667.83231428256,0.35,26760,0,1,0
13.7,7.365543111245,434056.168902919,0,0,0,448185.081868625,667.83231428256,0.35,26760,0,1,0
13.8,7.42885424632635,437854.15419699,0,0,0,452141.842607207,667.83231428256,0.35,26760,0,1,0
13.9,7.4921564365773,441651.630107889,0,0,0,456098.077288532,667.83231428256,0.35,26760,0,1,0
14,7.55544960676604,445448.59226973,0,0,0,460053.781362385,667.83231428256,0.35,26760,0,1,0
14.1,7.61873368170405,449245.036318965,0,0,0,464008.950280969,667.83231428256,0.35,26760,0,1,0
14.2,7.68200858624647,453040.957894402,0,0,0,467963.579498922,667.83231428256,0.35,26760,0,1,0
14.3,7.74527424529244,456836.352637227,0,0,0,471917.664473336,667.83231428256,0.35,26760,0,1,0
14.4,7.80853058378546,460631.21619102,0,0,0,475871.200663778,667.83231428256,0.35,26760,0,1,0
14.5,7.87177752671374,464425.544201777,0,0,0,479824.183532312,667.83231428256,0.35,26760,0,1,0
14.6,7.93501499911055,468219.33231793,0,0,0,483776.608543518,667.83231428256,0.35,26760,0,1,0
14.7,7.99824292605456,472012.576190362,0,0,0,487728.47116451,667.83231428256,0.35,26760,0,1,0
14.8,8.06146123267021,475805.271472432,0,0,0,491679.76686496,667.83231428256,0.35,26760,0,1,0
14.9,8.12466984412803,479597.413819989,0,0,0,495630.491117117,667.83231428256,0.35,26760,0,1,0
15,8.18786868564503,483388.998891397,0,0,0,499580.639395822,667.83231428256,0.35,26760,0,1,0
15.1,8.25105768248501,487180.022347548,0,0,0,503530.207178539,667.83231428256,0.35,26760,0,1,0
15.2,8.31423675995893,490970.479851885,0,0,0,507479.189945362,667.83231428256,0.35,26760,0,1,0
15.3,8.37740584342525,494760.367070422,0,0,0,511427.583179047,667.83231428256,0.35,26760,0,1,0
15.4,8.44056485829027,498549.679671759,0,0,0,515375.382365023,667.83231428256,0.35,26760,0,1,0
15.5,8.50371373000851,502338.413327107,0,0,0,519322.582991416,667.83231428256,0.35,26760,0,1,0
15.6,8.566852384083,506126.563710301,0,0,0,523269.18054907,667.83231428256,0.35,26760,0,1,0
15.7,8.62998074606567,509914.126497823,0,0,0,527215.170531564,667.83231428256,0.35,26760,0,1,0
15.8,8.6930987415577,513701.097368821,0,0,0,531160.548435233,667.83231428256,0.35,26760,0,1,0
15.9,8.75620629620981,517487.472005126,0,0,0,535105.309759189,667.83231428256,0.35,26760,0,1,0
16,8.81930333572267,521273.246091272,0,0,0,539049.450005339,667.83231428256,0.35,26760,0,1,0
16.1,8.8823897858472,525058.415314516,0,0,0,542992.964678408,667.83231428256,0.35,26760,0,1,0
16.2,8.94546557238493,528842.975364856,0,0,0,546935.849285954,667.83231428256,0.35,26760,0,1,0
16.3,9.00853062118834,532626.921935049,0,0,0,550878.099338392,667.83231428256,0.35,26760,0,1,0
16.4,9.0715848581612,536410.250720633,0,0,0,554819.71034901,667.83231428256,0.35,26760,0,1,0
16.5,9.13462820925893,540192.957419942,0,0,0,558760.677833993,667.83231428256,0.35,26760,0,1,0
16.6,9.19766060048889,543975.037734127,0,0,0,562700.997312439,667.83231428256,0.35,26760,0,1,0
16.7,9.26068195791079,547756.487367176,0,0,0,566640.664306382,667.83231428256,0.35,26760,0,1,0
16.8,9.32369220763697,551537.30202593,0,0,0,570579.674340808,667.83231428256,0.35,26760,0,1,0
16.9,9.38669127583278,555317.477420103,0,0,0,574518.022943677,667.83231428256,0.35,26760,0,1,0
17,9.44967908871691,559097.009262303,0,0,0,578455.705645941,667.83231428256,0.35,26760,0,1,0
17.1,9.51265557256168,562875.893268047,0,0,0,582392.717981566,667.83231428256,0.35,26760,0,1,0
17.2,9.57562065369348,566654.125155782,0,0,0,586329.055487549,667.83231428256,0.35,26760,0,1,0
17.3,9.63857425849299,570431.700646902,0,0,0,590264.713703939,667.83231428256,0.35,26760,0,1,0
17.4,9.70151631339562,574208.615465768,0,0,0,594199.688173856,667.83231428256,0.35,26760,0,1,0
17.5,9.76444674489177,577984.86533973,0,0,0,598133.974443509,667.83231428256,0.35,26760,0,1,0
17.6,9.82736547952721,581760.445999136,0,0,0,602067.568062219,667.83231428256,0.35,26760,0,1,0
17.7,9.89027244390339,585535.353177362,0,0,0,606000.464582434,667.83231428256,0.35,26760,0,1,0
17.8,9.95316756467779,589309.582610821,0,0,0,609932.659559752,667.83231428256,0.35,26760,0,1,0
17.9,10.0160507685643,593083.130038987,0,0,0,613864.148552938,667.83231428256,0.35,26760,0,1,0
18,10.0789219823333,596855.991204415,0,0,0,617794.927123945,667.83231428256,0.35,26760,0,1,0
18.1,10.1417811328125,600628.161852752,0,0,0,621724.990837932,667.83231428256,0.35,26760,0,1,0
18.2,10.2046281468868,604399.637732762,0,0,0,625654.335263283,667.83231428256,0.35,26760,0,1,0
18.3,10.2674629514988,608170.414596344,0,0,0,629582.955971627,667.83231428256,0.35,26760,0,1,0
18.4,10.330285473649,611940.488198545,0,0,0,633510.848537858,667.83231428256,0.35,26760,0,1,0
18.5,10.3930956403965,615709.854297585,0,0,0,637438.008540151,667.83231428256,0.35,26760,0,1,0
18.6,10.455893378859,619478.508654873,0,0,0,641364.431559985,667.83231428256,0.35,26760,0,1,0
18.7,10.518678616213,623246.447035022,0,0,0,645290.113182159,667.83231428256,0.35,26760,0,1,0
18.8,10.5814512796947,627013.665205871,0,0,0,649215.048994814,667.83231428256,0.35,26760,0,1,0
18.9,10.6442112965996,630780.158938504,0,0,0,653139.234589449,667.83231428256,0.35,26760,0,1,0
19,10.7069585942834,634545.924007264,0,0,0,657062.665560942,667.83231428256,0.35,26760,0,1,0
19.1,10.7696931001622,638310.956189775,0,0,0,660985.337507567,667.83231428256,0.35,26760,0,1,0
19.2,10.8324147417126,642075.251266958,0,0,0,664907.246031016,667.83231428256,0.35,26760,0,1,0
19.3,10.8951234464721,645838.805023049,0,0,0,668828.386736415,667.83231428256,0.35,26760,0,1,0
19.4,10.9578191420398,649601.61324562,0,0,0,672748.755232343,667.83231428256,0.35,26760,0,1,0
19.5,11.020501756076,653363.671725593,0,0,0,676668.347130854,667.83231428256,0.35,26760,0,1,0
19.6,11.0831712163034,657124.97625726,0,0,0,680587.158047492,667.83231428256,0.35,26760,0,1,0
19.7,11.1458274505066,660885.522638302,0,0,0,684505.183601312,667.83231428256,0.35,26760,0,1,0
19.8,11.208470386533,664645.306669805,0,0,0,688422.419414898,667.83231428256,0.35,26760,0,1,0
19.9,11.2710999522929,668404.324156279,0,0,0,692338.86111438,667.83231428256,0.35,26760,0,1,0
20,11.3337160757598,672162.570905676,0,0,0,696254.504329458,667.83231428256,0.35,26760,0,0,0
20.1,11.3963186849707,675920.042729406,0,0,0,700169.344693413,667.83231428256,0.35,26760,0,0,0
20.2,11.4589077080265,679676.735442358,0,0,0,704083.377843132,667.83231428256,0.35,26760,0,0,0
20.3,11.5214830730924,337826.893438262,0,0,0,707996.599419123,667.83231428256,0.35,26760,0,0,0
20.4,11.5840447083981,165932.019442421,0,0,0,351903.013998189,667.83231428256,0.35,26760,0,0,0
20.5,11.6123685422379,79489.4764182466,0,0,0,172845.853585855,667.83231428256,0.35,26760,0,0,0
20.6,11.6235741939348,36010.4807285093,0,0,0,82801.5379356736,667.83231428256,0.35,26760,0,0,0
20.7,11.6262214966195,15173.3614577519,0,0,0,37510.9174255305,667.83231428256,0.35,26760,0,0,0
20.8,11.6245903721872,6341.9570052802,0,0,0,15805.5848518249,667.83231428256,0.35,26760,0,0,0
20.9,11.6209260282693,2732.82658242761,0,0,0,6606.20521383354,667.83231428256,0.35,26760,0,0,0
21,11.616403644308,1334.03265832321,0,0,0,2846.69435669543,667.83231428256,0.35,26760,0,0,0
21.1,11.6115318046423,834.494882018061,0,0,0,1389.61735242001,667.83231428256,0.35,26760,0,0,0
21.2,11.6065252984664,676.228985642402,0,0,0,869.265502102147,667.83231428256,0.35,26760,0,0,0
21.3,11.6014714450358,635.214149368042,0,0,0,704.405193377502,667.83231428256,0.35,26760,0,0,0
21.4,11.5964033808617,629.894877933014,0,0,0,661.68140559171,667.83231428256,0.35,26760,0,0,0
21.5,11.591332493915,632.853090978945,0,0,0,656.14049784689,667.83231428256,0.35,26760,0,0,0
21.6,11.5862622524535,636.137381176143,0,0,0,659.221969769735,667.83231428256,0.35,26760,0,0,0
21.7,11.5811934608528,638.176824637428,0,0,0,662.643105391816,667.83231428256,0.35,26760,0,0,0
21.8,11.5761261503745,639.124717088255,0,0,0,664.767525663988,667.83231428256,0.35,26760,0,0,0
21.9,11.5710601993107,639.39223799168,0,0,0,665.754913633599,667.83231428256,0.35,26760,0,0,0
22,11.5659955007353,639.293461889791,0,0,0,666.033581241333,667.83231428256,0.35,26760,0,0,0
22.1,11.5609319876701,639.01458436121,0,0,0,665.930689468532,667.83231428256,0.35,26760,0,0,0
22.2,11.5558696236838,638.653011398654,0,0,0,665.640192042927,667.83231428256,0.35,26760,0,0,0
22.3,11.5508083904671,638.255690300781,0,0,0,665.263553540265,667.83231428256,0.35,26760,0,0,0
22.4,11.5457482791968,637.843857241425,0,0,0,664.849677396647,667.83231428256,0.35,26760,0,0,0
22.5,11.5406892856247,637.426589487655,0,0,0,664.420684626485,667.83231428256,0.35,26760,0,0,0
22.6,11.5356314075732,637.007552820287,0,0,0,663.986030716307,667.83231428256,0.35,26760,0,0,0
22.7,11.5305746437507,636.588136004772,0,0,0,663.549534187799,667.83231428256,0.35,26760,0,0,0
22.8,11.5255189932238,636.168823656581,0,0,0,663.112641671637,667.83231428256,0.35,26760,0,0,0
22.9,11.5204644551953,635.749764780739,0,0,0,662.675857975606,667.83231428256,0.35,26760,0,0,0
23,11.5154110289157,635.330994593212,0,0,0,662.23933831327,667.83231428256,0.35,26760,0,0,0
23.1,11.5103587136508,634.912515044265,0,0,0,661.803119367929,667.83231428256,0.35,26760,0,0,0
23.2,11.5053075086702,634.494321224462,0,0,0,661.36720317111,667.83231428256,0.35,26760,0,0,0
23.3,11.5002574132442,634.076408602475,0,0,0,660.931584608814,667.83231428256,0.35,26760,0,0,0
23.4,11.4952084266432,633.65877421543,0,0,0,660.496258960911,667.83231428256,0.35,26760,0,0,0
23.5,11.4901605481375,633.241416335973,0,0,0,660.061223141073,667.83231428256,0.35,26760,0,0,0
23.6,11.485113776998,632.824333977311,0,0,0,659.626475349972,667.83231428256,0.35,26760,0,0,0
23.7,11.4800681124954,632.407526543193,0,0,0,659.192014559699,667.83231428256,0.35,26760,0,0,0
23.8,11.4750235539012,631.990993626278,0,0,0,658.75784014916,667.83231428256,0.35,26760,0,0,0
23.9,11.4699801004873,631.574734905463,0,0,0,658.32395169404,667.83231428256,0.35,26760,0,0,0
24,11.4649377515259,631.158750096702,0,0,0,657.890348859857,667.83231428256,0.35,26760,0,0,0
24.1,11.4598965062899,630.743038931271,0,0,0,657.457031350731,667.83231428256,0.35,26760,0,0,0
24.2,11.4548563640524,630.327601146168,0,0,0,657.023998886741,667.83231428256,0.35,26760,0,0,0
24.3,11.4498173240871,629.91243648096,0,0,0,656.591251193925,667.83231428256,0.35,26760,0,0,0
24.4,11.4447793856684,629.497544675884,0,0,0,656.158788001,667.83231428256,0.35,26760,0,0,0
24.5,11.4397425480708,629.082925471619,0,0,0,655.726609037379,667.83231428256,0.35,26760,0,0,0
24.6,11.4347068105695,628.668578609374,0,0,0,655.294714032937,667.83231428256,0.35,26760,0,0,0
24.7,11.4296721724402,628.254503830335,0,0,0,654.863102718098,667.83231428256,0.35,26760,0,0,0
24.8,11.4246386329589,627.84070087605,0,0,0,654.431774823266,667.83231428256,0.35,26760,0,0,0
24.9,11.4196061914022,627.427169488355,0,0,0,654.000730079219,667.83231428256,0.35,26760,0,0,0
25,11.4145748470472,627.013909409341,0,0,0,653.569968217037,667.83231428256,0.35,26760,0,0,0
25.1,11.4095445991714,626.600920381331,0,0,0,653.139488968063,667.83231428256,0.35,26760,0,0,0
25.2,11.4045154470528,626.188202146879,0,0,0,652.709292063887,667.83231428256,0.35,26760,0,0,0
25.3,11.3994873899698,625.775754448886,0,0,0,652.279377236332,667.83231428256,0.35,26760,0,0,0
